id	name	birth_date	sex	mother_name
ID_L_009459	CLAUDENICE MENDES LOPES SOUSA	1933-09-23	F	NARUNA ALEGRIA MENEZES LOPES
ID_noise_000407	DIOMAR MAIA IBRAHIM	1901-05-14	M	AUDECI SILVEIRA MAIA
ID_L_006845	CASSI SOUSA ALMEIDA	1918-08-12	M	HISSAKO FREITAS SOUSA
ID_noise_000780	ARIOSTON GERALDES MACHADO	1938-12-03	M	ZINA GERALDES
ID_L_007286	ALEXASANDRO PARIS CRESPO	2009-01-15	M	KETURA AMORIM PARIS
ID_noise_000549	JUGURTA SALGUEIRO SOUSA DINIS	1907-02-13	M	ANTONIA RAMIRES SOUZA SOUSA
ID_noise_000343	MALRO MAGALHAES SALGUEIRO	1920-05-22	M	JOSIMARCIA FRUTUOSO MAGALHAES
ID_L_000655	ARISSANDRO BARROS PIRES	2004-04-14	M	RONIVANIA CORTE REAL BARROS
ID_L_008380	LEONIRA MODESTO GUEDES	1972-01-24	F	NATIVE SALGUEIRO MODESTO
ID_noise_000761	WERMESON ORNELAS FLORES	1941-03-23	M	MELODY RAMIRES ORNELAS
ID_L_006214	CARLIENE BARRETO GOUVEIA	2015-09-15	F	ANGERLEIDE ARAGAO BARRETO
ID_noise_000991	DORNELIA MOREIRA CURADO	1958-10-15	F	ARQUIMINA FOGACA MOREIRA
ID_L_002147	JOSEVETE GOMES SOUSA	1950-05-22	F	FRANCILURDE GUTERRES GOMES
ID_L_006938	MANOELZINHO RAMOS MORAES	1952-10-15	M	NILZANA FURTADO RAMOS
ID_noise_000879	KEITIELLY DA COSTA QUARESMA	1965-01-01	F	LORENILDE LESSA DA COSTA
ID_noise_000847	LAUZITA ALVES MOREIRA	1928-01-19	F	CLAUDINE ALBUQUERQUE ALVES
ID_L_002228	INDINARA AGOSTINHO MARTINS	1916-12-13	F	CREDIANA BAPTISTA AGOSTINHO
ID_noise_000949	NEUMARA ZANETTE CUSTODIO	2011-08-26	F	AMAURITA SOUSA ZANETTE
ID_noise_000754	DANIELA DA PAZ MOURA	1998-08-19	F	VANDERLAINE DA ROCHA DA PAZ
ID_L_007972	JOSINEI MACIEL CAPELO	1922-10-12	F	ORICELIA AVILA MACIEL
ID_L_008288	GERLIENE SALGUEIRO	1999-08-12	F	TABADA VIANA SALGUEIRO
ID_L_001103	ELLIDA ASSIS JAQUES	1903-07-10	F	STERFANE CAMACHO ASSIS
ID_L_004367	ACARCIO TRINDADE FARIAS PIMENTA	2002-11-21	M	JUCINEA CAVALCANTI GOMES FARIAS
ID_noise_000736	GEOVAN OLIVEIRA ZAGALO BEIRAMAR	1922-03-15	M	LIDOINA QUEIROZ BAPTISTA ZAGALO
ID_noise_000022	MARIONEI SOUZA VIDAL	1994-06-25	M	NAISLA CUNHA SOUZA
ID_noise_000491	WALDERENE AMORIM NASCIMENTO	2000-03-08	F	CREMILSE VIEIRA AMORIM
ID_noise_000583	PABLICIA SOUZA MACHADO	2014-05-27	F	CLAUDNEIDE SOUSA SOUZA
ID_L_009789	JADINEIA GENTIL SOUSA	1976-11-25	F	REGINEA LANCASTRE GENTIL
ID_noise_000615	MADELEINE JESUS	2010-02-27	F	GREISIELI BARROS JESUS
ID_noise_000494	CONNIE FERRARI REBELO	1914-04-20	F	MARLICI MEDEIROS FERRARI
ID_L_007092	CLEANGELA LOPES APARICIO	1971-09-09	F	ARACIANA MENDES LOPES
ID_L_000431	SURIA TEIXEIRA PERES	1908-07-27	F	GRACIOLINA RAMOS TEIXEIRA
ID_L_000795	ERLESSON NEVES	2016-11-26	M	MARIVONIA VARELA NEVES
ID_L_005104	ODINEIA SOUZA SANCHES	1990-10-12	F	ADIANA BRITES SOUZA
ID_L_006502	IRACU QUARTEIRA GALVAO	2010-05-16	M	LINDIONESA CAVALCANTE QUARTEIRA
ID_L_009049	BIONOR REZENDE FOGACA	1953-04-19	M	IRANEUDA ALVES GONCALVES
ID_L_001080	LIRACIO GOMES DOMINGUES	1986-03-19	M	ELONES ASSIS GOMES
ID_noise_000220	FRABCISCO SOUZA ALVES	2006-11-09	M	INAILDES SALGADO SOUZA
ID_noise_000364	UERLEI MORAES GOUVEIA	1916-04-06	M	RICARDA APARICIO MORAES
ID_noise_000635	NUANA DUARTE ALMEIDA	1964-06-03	F	IDATI DUARTE
ID_noise_000399	WINE CARDOSO DIAS	2013-05-01	F	SONJA SALES CARDOSO
ID_noise_000637	CARLITA QUARESMA DIAS	2018-07-10	F	ADILIS DOMINGUES QUARESMA
ID_L_003187	MARNEIDE SOUZA MEDEIROS	2010-05-05	F	LORENILDE SALGUEIRO SOUZA
ID_L_006783	CRISIANA DA COSTA VARGAS CAVALCANTE	1934-09-07	F	INALIA ASSIS ESPINOSA VARGAS
ID_noise_000816	ERLANDO QUARESMA BEIRAMAR	1939-05-09	M	NAZIR MORGADO QUARESMA
ID_L_006347	ARLIZETE VIEIRA VIEIRA	1999-08-22	F	IDAISE ALENCASTRO VIEIRA
ID_L_008690	ALBERIS PARAISO MORAIS CASTRO	1947-11-20	M	PATRINE CALIXTO MARTINS MORAIS
ID_L_000410	JOSECLEIA MACIEL REBELO SALES	1975-10-07	F	HUGUETE ROCHA GOMES REBELO
ID_L_002907	JOSINEIRE RAMOS PORTELA	1982-05-27	F	LIGIVANIA ORNELAS RAMOS
ID_noise_000346	JULITA DA COSTA GALVAO PEREIRA	1952-06-13	F	EDINEIRE ARRUDA SOUZA GALVAO
ID_noise_000973	IZARLENE MAIA SAMPAIO	1987-12-06	F	ALCIRENE ALVES MAIA
ID_noise_000166	LEDAMIR ALENCASTRO MACHADO	2013-02-12	F	CACIARA CARDOSO ALENCASTRO
ID_noise_000475	GEORTON LIMA ESPINOSA	2013-06-18	M	BETIELI ROCHA LIMA
ID_noise_000731	ERINALDO SILVA	1986-02-09	M	ALMIR VARELA SILVA
ID_noise_000198	ESTACIA RIBEIRO MOREIRA	1976-01-08	F	DEVA VIEIRA RIBEIRO
ID_noise_000136	LOU NOBREGA FARIAS OLIVEIRA	1987-11-08	M	AISLANA CALIXTO SAMPAIO FARIAS
ID_L_006443	PATRICIANE MEDEIROS ALVIM	1988-08-17	F	IONIRA MORGADO MEDEIROS
ID_L_007872	CISLAINE SOUZA	1924-08-23	F	ERUNDINA GOMES SOUZA
ID_noise_000141	ITARI GIL BITTENCOURT	2014-08-20	M	NAOMI SALES GIL
ID_noise_000503	ABNADAB LIMA TEIXEIRA DA ROCHA	1913-06-09	M	LAURENIL LANCASTRE JESUS TEIXEIRA
ID_noise_000421	OSAVALDO ALMEIDA SILVA	1967-10-03	M	EDNADJA ESTEVES ALMEIDA
ID_noise_000429	DORAIDES VARELA TEIXEIRA DA ROSA	1916-11-10	F	CARLANGELA ASSIS HIPOLITO TEIXEIRA
ID_noise_000740	MACIELE SOUSA GUTERRES	2012-02-03	F	AFONSINA TRINDADE SOUSA
ID_noise_000890	EUMARIA LIMA BARROS	2002-07-18	F	GINALDA TELES LIMA
ID_noise_000913	TARSES CARVALHO BELEM	1952-05-21	M	FRACINITE SOUSA CARVALHO
ID_noise_000470	LAUNICE QUARESMA VIEIRA	1986-10-20	F	FRANCISLEINE PADILHA QUARESMA
ID_noise_000632	FLORDINICE RIBEIRO DA LUZ	2014-02-22	F	GLAUBA CONCEICAO RIBEIRO
ID_L_008211	MELICIA CASTRO BRITES	2000-10-23	F	DONATELLA CUNHA CASTRO
ID_L_002676	REMILI MALDONADO MODESTO	1950-01-07	F	VERIANA MARTINS MALDONADO
ID_noise_000970	EICK MUNIZ MACIEL ESTEVES	2007-03-16	M	LENISSA COUTINHO SOUSA MACIEL
ID_L_007866	AFIFE LANCASTRE VARGAS LANCASTRE	2012-03-24	F	EVIDA FOGACA ZANETTE VARGAS
ID_L_004413	INELCI MESQUITA NASCIMENTO	1908-09-06	F	OSVALDA ESTEVES MESQUITA
ID_L_003609	EUCINEIA APARICIO GOIS XISCO	1972-08-04	F	CLAUDIMAR TEIXEIRA PORTELA GOIS
ID_L_002882	CLINTIA PIRES SOUSA	2012-05-20	F	FAELMA NUNES PIRES
ID_L_009310	MILCIADES PEREIRA CUNHA	1941-07-20	M	SANTILIA SILVEIRA PEREIRA
ID_L_001855	ZUMERINDA NOBREGA DA CRUZ	1996-01-06	F	LEODITE ALENCASTRO NOBREGA
ID_L_004207	AUTELINA GIL PACHECO	1998-01-27	F	ELOARA CUNHA GIL
ID_L_008840	GILENILDE ASSUNCAO CORDOBA	1951-01-13	F	IDINALDA BARBOSA ASSUNCAO
ID_noise_000526	LAIANA GODINHO GOMES	1942-02-16	F	ERISDALVA CORTE REAL GODINHO
ID_noise_000764	BRENAN SOUZA ILHA	1990-12-15	M	RARINE MARTINS SOUZA
ID_L_007486	JAIELE GARCIA DIAS	2008-06-04	F	OSVANILDE DA LUZ GARCIA
ID_L_006381	ADJAMES SOUSA	2004-12-17	M	ERENITE ZAGANELLI SOUSA
ID_L_008050	DIANGELES JESUS SALGADO	1960-01-24	M	IRANEIA ARRUDA JESUS
ID_noise_000482	JOSSILENE JESUS	1910-02-06	F	EDENILZA FERNANDES JESUS
ID_L_004251	VIRIDIANO ESPINOSA BARRETO	1900-04-20	M	CLAUDEMIRA SANTOS ESPINOSA
ID_L_009693	KERLON APARICIO QUARESMA	1967-06-27	M	VIVANIA BRITES APARICIO
ID_L_009497	CRISPINIANA MORAIS DA CUNHA	1918-02-26	F	COSMA GOUVEIA MORAIS
ID_noise_000225	KIMBERLLYN PINHEIRO MENDES NUNES	1977-07-15	F	ONESI MUNIZ BITTENCOURT MENDES
ID_L_008163	VELUZIA GENTIL CALIXTO	1985-10-19	F	TIARA MORGADO GENTIL
ID_L_009051	LEIDIVAL DA PAZ VIEIRA	1915-12-14	M	GRACEKELLY GOIS DA PAZ
ID_L_007656	CLEIDINALDA GODINHO VASCONCELOS	1971-06-09	F	ENESI SOUSA GODINHO
ID_L_003723	DAFILA SILVA SANCHES	1995-11-22	F	JANIENE PEIXOTO SILVA
ID_noise_000368	GERMI PARIS PERALTA	1975-09-24	M	TIZA PARAISO PARIS
ID_L_001838	CIDNA GONCALVES GUIMARAES	1990-04-20	F	GISLEIDE VASQUES GONCALVES
ID_L_003434	MARTINIANO ASSIS CRESPO	1999-01-07	M	ODAIA ASSIS ASSIS
ID_L_007235	RIVONETE SILVA ALMADA MUNIZ	1907-10-18	F	ELISMARINA ALVIM MENDES ALMADA
ID_noise_000380	ODENILTON TORRES NOVAIS	1925-04-09	M	XIMENA BITTENCOURT TORRES
ID_L_005739	VALQUENIA ORNELAS FIGUEIROA	1908-06-27	F	KISLEY DAS NEVES ORNELAS
ID_noise_000449	IRIVANDA BONFIM	2018-05-04	F	MAIARI ARAUJO BONFIM
ID_noise_000940	SILIONE RAMOS ALVES NOVAES	1925-04-05	F	LINDOVANIA MENEZES ORNELAS ALVES
ID_L_000143	KALITTA PIRES DA PAZ	1911-08-05	F	MEIRIDIANE ESPINOSA PIRES
ID_L_002279	IDIANES BARROS GOIS	1946-02-01	F	ADRIELIA JORDAO BARROS
ID_L_005860	DILAURA HIPOLITO CARDOSO	1973-12-16	F	DEJAIR VASCONCELOS HIPOLITO
ID_L_005274	DEUSILANE SILVA COSTA	1943-03-15	F	EMILIN FARIAS SILVA
ID_L_000750	IVINO TRINDADE XISCO	1900-04-28	M	AUCIANE MEIRELES TRINDADE
ID_L_001383	KAICK CAETANO PERES	1998-01-26	M	LUPIA SOUZA CAETANO
ID_L_005185	LIRES MARTINS PARAISO	1906-03-08	F	ISBEL MORAIS MARTINS
ID_L_000995	SIBELIUS GASPAR APARICIO MONTEIRO	1972-05-06	M	ALDAIDE MEIRELES MARTINS APARICIO
ID_L_007604	ZANONE CAPELO SILVA	1977-07-12	M	MALTIDES CUNHA CAPELO
ID_L_005528	FLORISMAR ESPINOSA FREITAS	1900-05-11	F	VILEIDE FOGACA ESPINOSA
ID_noise_000195	JAINE MALDONADO PINHEIRO	1903-11-03	F	MAIELI FELIX MALDONADO
ID_noise_000984	NATASCIA ALEGRIA SOUSA	1928-11-17	F	EDNAMARA ALEGRIA
ID_noise_000416	MARISSANTA MELLO MACHADO	1987-02-11	F	DAZINHA GOULART MELLO
ID_noise_000402	DANARA FIGUEIREDO ALVIM	1964-07-08	F	NORIKO GOMES FIGUEIREDO
ID_L_009081	JOSEMILTON SALGADO DINIS	1915-10-02	M	JOSUANE MESQUITA SALGADO
ID_L_004552	VENILMA NASCIMENTO BRITES	1978-11-03	F	JESCICA AGOSTINHO NASCIMENTO
ID_L_008298	GLAUCEANE ANDRADE BERNARDES	1917-06-16	F	EDCARLA MODESTO ANDRADE
ID_noise_000313	WANDREA VIDAL REZENDE	1916-05-28	F	DOMILIA CASTRO VIDAL
ID_L_006124	GICELI CHAVES VIDAL	1936-07-13	F	CENITA MAIA CHAVES
ID_noise_000405	SIMOES NOVAIS FERRARI PEIXOTO	2000-11-03	M	THALLYANE PEREIRA PEREIRA FERRARI
ID_L_001705	CLEISTON FOGACA HILARIO	1967-03-28	M	EUDALICE HILARIO FOGACA
ID_L_001715	AMERICA INFANTE VEIGA	1931-07-13	F	ADAIANA MUNIZ INFANTE
ID_L_005065	UDERSON FOGACA ARRUDA	1958-03-21	M	NARRIMA GOMES FOGACA
ID_L_005466	INAILDE VIANA MESQUITA	1970-12-06	F	RANUBIA PEIXOTO VIANA
ID_noise_000684	IDIBERTO CRESPO XISCO	1996-08-20	M	ODINES REBELO CRESPO
ID_noise_000862	LERISSON MOURA BRITO	2013-11-03	M	KESLIANE NUNES MOURA
ID_noise_000828	NUZIA MAGALHAES VEIGA	1957-02-21	F	LUDILANE DIAS MAGALHAES
ID_L_002727	DARISSON CARDOSO QUARESMA	1918-03-02	M	IARIMA MENEZES CARDOSO
ID_noise_000091	ACIARA PEREIRA TORRES	1960-08-07	F	ANACRISTINA CORTE REAL PEREIRA
ID_L_002404	CLEDINEIDE SILVA	1950-06-25	F	SIDETE DORNELES SILVA
ID_noise_000082	WADISON CUNHA MENDES	1992-01-04	M	MARIBELA SOUZA CUNHA
ID_L_008661	ILONA CASTRO DA CRUZ	1917-09-07	F	LUDI CAETANO CASTRO
ID_L_000570	EDIVANDIA SILVEIRA MACIEL	1987-01-10	F	VIRNA MELO SILVEIRA
ID_L_005145	AMAURILDO SILVA RIBEIRO	1913-08-03	M	HATSUE VELOSO SILVA
ID_L_003083	FLAVI FERRARI SILVA	1949-04-08	M	LADENIR DA CUNHA FERRARI
ID_noise_000323	ALCIVIO JESUS DA ROCHA	1967-11-14	M	MAILIN GOUVEIA JESUS
ID_noise_000296	LELIO NEVES GOIS	1988-04-14	M	ADENIZA VARELA NEVES
ID_L_008748	NIORALDO GIL TEIXEIRA	1972-09-15	M	VALECIA RIBEIRO GIL
ID_noise_000202	MAGALONA ZAGALO SIQUEIRA	2003-06-10	F	CATERINE QUARESMA ZAGALO
ID_noise_000440	GEORJANE MENDES CURADO	1949-09-05	F	CHRISSIE DUARTE MENDES
ID_L_002096	ALTEVO ASSUNCAO MACIEL	1913-07-08	M	GIORGINA OLIVEIRA ASSUNCAO
ID_noise_000567	ZIZELE CURADO IBRAHIM	1960-03-09	F	
ID_noise_000498	VALDIQUE CASTRO HERNANDES	1953-08-27	M	KANANDRA RAMOS CASTRO
ID_noise_000304	DIONESIO VIEIRA ILHA	1965-01-24	M	OSMANA MENDES VIEIRA
ID_noise_000614	MARCINA MORAIS	1973-09-18	F	NELIS TEIXEIRA MORAIS
ID_noise_000811	LINDNALVA SILVA FERNANDES	1917-08-03	F	MIKA ZAGANELLI SILVA
ID_L_001866	CHARDISON FARIAS SOARES	1919-06-26	M	GORETE DA CONCEICAO FARIAS
ID_L_006631	VEZIO ALVES TAVEIRA	1900-07-17	M	OLANDINA REZENDE ALVES
ID_L_003590	AUZITO DA PAZ NASCIMENTO	1982-05-17	M	DESANIRA TAVARES DA PAZ
ID_noise_000289	VALDILENO SOUZA DIAS	1987-10-02	M	THAYLLA SALES SOUZA
ID_noise_000233	MARIZINHA CRESPO SOARES	1946-08-11	F	ELIENA SIQUEIRA CRESPO
ID_noise_000841	VALDERITO TELES	1970-01-14	M	SCYLLA FERNANDES TELES
ID_noise_000598	ERDI MENDES SILVA	1932-12-09	M	MARCINEIDE PARAISO MENDES
ID_noise_000317	ALZELIA MARQUES AZAMBUJA	2002-05-09	F	TULIPA RAMIRES MARQUES
ID_noise_000228	JOSILENE ESCOBAR MONTEIRO	1907-03-04	F	MARLETTE FOGACA ESCOBAR
ID_L_001979	RAMAO BITTENCOURT FERRARI	1968-01-13	M	SANTILINA PEIXOTO BITTENCOURT
ID_L_003742	TAGNER DA PAZ ZANETTE	1952-07-19	M	ADELVINA DIAS DA PAZ
ID_noise_000571	ROSIDETE SILVA GONCALVES	2019-11-13	F	SAMUA VIEIRA SILVA
ID_L_006713	OROTILDES ALVES	1946-12-08	F	WANDERLUCE VEIGA ALVES
ID_noise_000559	VALONIA LACERDA ALVES	1915-05-27	F	ELINALVA FOGACA LACERDA
ID_L_007165	LINDAMIRA MONTEIRO SOUZA	1938-06-10	F	SWELEN SALGADO MONTEIRO
ID_noise_000804	JOSSIMARIO GERALDES SOUSA	1990-09-18	M	ANAILZA AZAMBUJA GERALDES
ID_noise_000625	LUANDER MOREIRA FOGACA	2000-09-03	M	SUZUE CUNHA MOREIRA
ID_noise_000643	CLISTIANE FIGUEIREDO AGOSTINHO	1960-07-08	F	HELLENICE GODINHO FIGUEIREDO
ID_noise_000987	RIMENA APOLINARIO ALVES	1983-09-10	F	MARILEUDES VIEIRA APOLINARIO
ID_noise_000545	ELEUTERIO LACERDA	1933-09-13	M	SHILEY MARQUES LACERDA
ID_L_008824	LEIDE ZAGALO MENDES	1945-01-05	F	ORMI SUBTIL ZAGALO
ID_L_007902	IDENILTON GUIMARAES DUARTE	1920-01-01	M	ELISVALDA CALDEIRA GUIMARAES
ID_noise_000513	ROGENS FIGUEIREDO MARTINS	1908-09-02	M	VERACILDA MELLO FIGUEIREDO
ID_L_000626	MIRNIA ZAGALO FOGACA	1997-11-13	F	EVANEUDA FERNANDES ZAGALO
ID_L_000794	DIME DA CUNHA	1937-12-26	M	AGENORA SANTOS DA CUNHA
ID_noise_000942	CLEBERT LEIRIA SUBTIL	2018-04-28	M	ISAELLA FLORES LEIRIA
ID_noise_000463	MIRLANDIA LACERDA CAMPOS	1956-11-06	F	JUCIELE PEREIRA LACERDA
ID_noise_000059	TSAI PORTELA DA ROSA	1972-02-05	F	LOSLANE TEIXEIRA PORTELA
ID_L_009976	SIDRIANE ALMEIDA DA ROCHA	1968-11-12	F	TEREZA RIBEIRO ALMEIDA
ID_noise_000626	LUZIDALVA SANTOS XIMENES CAMILO	2017-11-19	F	AMILDE BONFIM PEIXOTO XIMENES
ID_L_005012	ADENOIR SILVA CAVALCANTE	1965-03-15	M	LISLAINE PEIXOTO SILVA
ID_L_002810	ZULMIRO ALEGRIA VELOSO MARINHO	1930-11-23	M	OSVALDIRA BITTENCOURT SAMPAIO VELOSO
ID_L_003439	HADIJA DIAS SOUSA	1900-03-05	F	CASIANA DIAS
ID_L_004306	JOVINA GERALDES XAVIER	1968-07-01	F	VALDJANE CASTRO GERALDES
ID_noise_000300	LAUSON NASCIMENTO DIAS	1961-11-18	M	REGILA VARELA NASCIMENTO
ID_noise_000431	ERONILTO BARBOSA MARINHO	1943-10-25	M	EDILENIA FIGUEIROA BARBOSA
ID_L_006252	ISNAELE NOBREGA NOVAES	1929-11-07	F	ELVIRA FIGUEIREDO NOBREGA
ID_noise_000186	CRESOGONO MORAIS CAMPOS	3984-09-11	M	ARIDIANE HIPOLITO NORAIS
ID_noise_000882	IRAIMA GOIS VIEIRA BARROS	2007-03-02	F	LOANDA BOTELHO HILARIO VIEIRA
ID_L_000627	NERCO MACHADO SILVA	1996-07-05	M	QUEROLIN DA COSTA MACHADO
ID_L_005874	JOSENIR FOGACA GUEDES	1931-12-08	M	RANIZIA ARRUDA FOGACA
ID_noise_000719	JUSCIE ASSUNCAO VARGAS	1975-06-13	M	APOLIANA SOUSA ASSUNCAO
ID_noise_000199	ADAMOR SOUZA BARBOSA	1977-01-19	M	JULINEI SILVA SOUZA
ID_L_007654	NERICA TAVARES	1937-10-21	F	SERIDALVA ZANETTE ORNELAS
ID_noise_000122	EDELICIO ARAUJO CARVALHO	1915-09-11	M	NERIJANE CORTE REAL ARAUJO
ID_L_008637	JOERLISON TAVEIRA MALDONADO	1056-01-22	M	FRANCIZETE OLIVEIRA TAVEIRA
ID_noise_000028	DAISIO PINTO PEIXOTO	1944-10-01	M	GUIOMAR BOTELHO PINTO
ID_L_000374	ERICK JESUS SOUSA	2000-12-05	M	JESUA MALDONADO JESUS
ID_L_007471	ADELICIO NEVES CASTRO	1949-01-16	M	CLARIZETE PERALTA NEVES
ID_noise_000159	ISMAILSON GOULART LESSA	1926-06-19	M	GLAUDICEIA BRITO GOULART
ID_L_002979	JOSIMEIRI FERNANDES CONCEICAO	1953-01-26	F	IRISVANE FERNANDES
ID_noise_000054	NICARLOS VASCONCELOS AZAMBUJA SILVA	2007-03-13	M	WILIANE MEIRELES LANCASTRE AZAMBUJA
ID_noise_000904	LIDIMILA PARIS IBRAHIM	1985-04-28	F	CLEICILENE JAQUES PARIS
ID_L_001680	IURES MALDONADO SILVA	1912-12-16	M	ARILCE ALMEIDA MALDONADO
ID_noise_000817	JONATAN BARROS FIGUEIREDO	1972-01-24	M	FRACIELI MENDES BARROS
ID_L_003075	LUTERO FREITAS QUEIROZ	1934-03-12	M	ETEVALDA QUARTEIRA FREITAS
ID_noise_000067	EDJAMES JORDAO SILVA	1927-05-19	M	IDENILDA FARIAS JORDAO
ID_L_002620	ARTENIZA BELCHIOR DOS REIS	1998-11-06	F	ERANICE DRUMOND BELCHIOR
ID_L_001055	GUARACIABA ALMADA MONTEIRO	1906-11-13	F	JOSELICE AGUIAR ALMADA
ID_L_002354	LAURIJANE ALVES	1916-09-04	F	MARIQUELI LOPES ALVES
ID_noise_000123	CARLIVAN BELCHIOR PEIXOTO	1981-08-28	M	DEUSDITE SALES BELCHIOR
ID_noise_000206	SANCAO PEIXOTO ASSIS VEIGA	1909-07-22	M	MARDANIA PEIXOTO MENDES ASSIS
ID_noise_000171	NINALVA CRESPO MARTINS	2017-01-15	F	DJULEE COUTINHO CRESPO
ID_noise_000902	CIDEMAR DRUMOND SOUZA CUNHA	1968-06-27	M	ADAIANE CARVALHO DA ROCHA SOUZA
ID_noise_000738	LUPERCINO FOGACA DAMASIO	1942-03-23	M	JUCINEIA AZSUNCAO FOGACA
ID_L_001832	GISLANDE SOUZA PEREIRA	1980-05-11	F	ARGILA GUEDES SOUZA
ID_L_005715	DAVILAN HIPOLITO MACHADO	1996-07-07	M	ONEIDES FLORES HIPOLITO
ID_L_004431	ODILA OLIVEIRA LIMA	1987-08-23	M	MIRANI TRINDADE OLIVEIRA
ID_L_003773	OGER CUNHA PAIVA	1922-06-14	M	RINA NOGUEIRA CUNHA
ID_L_004585	CENILO SALGUEIRO ARAUJO	2008-12-07	M	ELENDIANE ESTEVES SALGUEIRO
ID_L_004417	DELFONSO SUBTIL	1954-03-27	M	EWELIN BARRETO SUBTIL
ID_noise_000373	ORAIDA CORTE REAL LOPES	1920-08-07	F	EMIVALDA QUARESMA CORTE REAL
ID_noise_000222	VALDILETE TEIXEIRA ORNELAS PACHECO	1951-07-08	F	LEOANA DRUMOND XISCO ORNELAS
ID_noise_000604	NOISIO LESSA FARIAS	1977-07-01	M	NEUMARIA DA MATA LESSA
ID_L_000151	ADALBETO CORTES PIRES	1923-11-14	M	JOELINA QUARESMA CORTES
ID_noise_000489	RIQUELME VIEIRA DA CUNHA ALMEIDA	1984-11-28	M	ADELIZIA DA ROCHA DOMINGUES DA CUNHA
ID_noise_000791	PERPETUO CARDOSO MORAES	1991-09-26	M	SILVANEDE ALVES CARDOSO
ID_L_007949	ALZEANE MAGALHAES GUEDES	1903-08-11	F	RAFAIANE BARRETO MAGALHAES
ID_L_008520	WARISTON MODESTO VIEIRA COSTA	1997-02-09	M	RARIANY CUNHA DAS NEVES VIEIRA
ID_L_000685	ADAS BITTENCOURT CAMPOS	1943-10-10	M	GARDENHA PINHEIRO BITTENCOURT
ID_L_000577	DEVAIR RAMIRES FERNANDES	1933-08-07	M	MARGANI PIMENTA RAMIRES
ID_L_005004	JUNILCE VARGAS PARIS	1946-10-12	F	EUCLISIA XISCO VARGAS
ID_L_003459	GERINALDO GUTERRES SILVA	1978-03-09	M	SCHIRLEI RAMOS GUTERRES
ID_noise_000901	ARENATO AMORIM MAGALHAES	1996-06-05	M	ROCSANA SALGADO AMORIM
ID_L_001115	EDILEI JESUS	1955-12-07	M	MARIUDES DORNELES GOMES
ID_L_004918	EDSANDRO ARAUJO SUBTIL	1912-03-10	M	JULIELEN DA PAZ ARAUJO
ID_noise_000735	DOCIVALDO FOGACA APOLINARIO	1921-05-15	M	ACINA JAQUES FOGACA
ID_noise_000041	ARNELIA SILVEIRA BOTELHO	1904-07-10	F	DAIAN SUBTIL SILVEIRA
ID_L_001713	NICHELE GOIS NEVES	2010-02-12	F	SANDRINEIDE SOUSA GOIS
ID_noise_000815	ELANIE JESUS JESUS	2017-01-26	M	VALQUILANE ALVES JESUS
ID_L_005778	IRAMARA SILVA CONCEICAO	1907-12-11	F	GENOCI TEIXEIRA SILVA
ID_noise_000096	ARIDES SILVA CAVALCANTE	1991-07-16	M	JOISINARA NOGUEIRA SILVA
ID_noise_000290	DEUSANIR AGOSTINHO PADILHA	1921-09-14	F	EDELWEISS VIDAL AGOSTINHO
ID_noise_000866	SUDERLAN ASSIS VIANA	1992-02-17	M	DORAMA BEIRAMAR ASSIS
ID_L_003787	ERINARDO ALMADA RAMIRES	1941-08-13	M	OLAVIA TRINDADE ALMADA
ID_L_008848	ADRIARA DA CRUZ DUARTE	1979-11-13	F	ALDAIRIS MARINHO DA CRUZ
ID_noise_000173	OTAVIANO MENDES	1906-06-19	M	MANAMI BARROS MENDES
ID_noise_000412	JOVANILSON AZAMBUJA MELLO	1946-02-17	M	IRAIDE VARGAS AZAMBUJA
ID_noise_000184	GILVADA VEIGA MEDEIROS	1918-08-19	F	ADNEI REZENDE VEIGA
ID_noise_000359	JOSES PORTELA BELCHIOR	1920-01-18	M	AIRAN SANTOS PORTELA
ID_noise_000905	IVAINA NOVAES SALES	1923-03-06	F	GEICA GONCALVES NOVAES
ID_noise_000276	DANIEL ARRUDA NOGUEIRA DA ROCHA	1913-09-06	F	ROBECIA GALVAO OLIVEIRA NOGUEIRA
ID_noise_000898	DEUSIMAR SILVA GOMES RAMIRES	1935-04-11	M	FAVILA MODESTO BELEM GOMES
ID_noise_000776	ATANAZILDO CRESPO GARCIA	1947-10-16	M	AVONI EVANGELISTA CRESPO
ID_L_000665	ONISIO RAMOS MARTINS	1987-10-06	M	SATI BONFIM RAMOS
ID_L_006998	GENAIDE BRITES AGUIAR	1972-06-21	F	MAIUDES CORDOBA BRITES
ID_L_001762	JOSSEMAR CAMPOS TEIXEIRA	1919-09-06	M	LEDIRCE OURIQUE CAMPOS
ID_L_001027	BRANDINO MARTINS CASTRO	1911-06-28	M	RALIENE MESQUITA MARTINS
ID_L_003042	HILARY NOGUEIRA SILVA	1979-04-19	F	MAIDI DOS REIS NOGUEIRA
ID_L_003598	VALDILENA CAMPOS CUSTODIO	1986-12-27	F	ARLUZIA GODINHO CAMPOS
ID_noise_000378	BIATRIZ OLIVEIRA CUNHA	2012-06-07	F	ADEGMAR DIAS OLIVEIRA
ID_L_004926	MELL ESCOBAR FLORES	1930-12-16	F	GILSE BRITO ESCOBAR
ID_L_006903	CLISTENES SOUZA CASTRO LIMA	1977-11-06	M	VANDINEIA GOMES TORRES CASTRO
